"Path","TopFolder","Extension","Bytes","KB"
".wingman-work\backups\20260811-125346\src\wingman2\components\guruGlossaryLinks.tsx",".wingman-work",".tsx","8580","8.38"
".wingman-work\backups\20260811-125215\src\wingman2\components\guruGlossaryLinks.tsx",".wingman-work",".tsx","8580","8.38"
".wingman-work\backups\20260811-125821\src\wingman2\components\guruGlossaryLinks.tsx",".wingman-work",".tsx","8580","8.38"
"archive\_src_inline_backups\src\wingman2\pages\NavigationHubPages.tsx.backup-20260710-052933","archive",".backup-20260710-052933","8427","8.23"
"archive\_src_inline_backups\src\wingman2\pages\NavigationHubPages.tsx.backup-20260710-053113","archive",".backup-20260710-053113","8427","8.23"
".wingman-work\backups\20260811-125215\src\wingman2\lib\productCheatSheet.ts",".wingman-work",".ts","8420","8.22"
".wingman-work\backups\20260811-125821\src\wingman2\lib\productCheatSheet.ts",".wingman-work",".ts","8420","8.22"
".wingman-work\backups\20260811-125346\src\wingman2\lib\productCheatSheet.ts",".wingman-work",".ts","8420","8.22"
".wingman-work\backups\20260811-125346\src\wingman2\lib\competitorCompareDecision.test.ts",".wingman-work",".ts","8401","8.2"
".wingman-work\backups\20260811-125821\src\wingman2\lib\competitorCompareDecision.test.ts",".wingman-work",".ts","8401","8.2"
".wingman-work\backups\20260811-125215\src\wingman2\lib\competitorCompareDecision.test.ts",".wingman-work",".ts","8401","8.2"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\utils\installDiscoveryDensityTuning.ts","archive",".ts","8278","8.08"
".wingman-work\backups\20260811-125215\src\wingman2\pages\ComparePageNew.advanced.realCatalog.test.ts",".wingman-work",".ts","8259","8.07"
".wingman-work\backups\20260811-125821\src\wingman2\pages\ComparePageNew.advanced.realCatalog.test.ts",".wingman-work",".ts","8259","8.07"
".wingman-work\backups\20260811-125346\src\wingman2\pages\ComparePageNew.advanced.realCatalog.test.ts",".wingman-work",".ts","8259","8.07"
".wingman-work\backups\20260811-125821\src\wingman2\lib\solutionTemplates.ts",".wingman-work",".ts","8236","8.04"
".wingman-work\backups\20260811-125346\src\wingman2\lib\solutionTemplates.ts",".wingman-work",".ts","8236","8.04"
".wingman-work\backups\20260811-125215\src\wingman2\lib\solutionTemplates.ts",".wingman-work",".ts","8236","8.04"
"archive\_wingman_backup_compare_native_cleanup_20260615-133847\src\wingman2\components\workflow\ProductStoryLanguageEnhancer.tsx","archive",".tsx","8226","8.03"
"archive\_src_inline_backups\src\wingman2\utils\installCompactGuruBridge.ts.bak-simple-term-lookup-20260612-083820","archive",".bak-simple-term-lookup-20260612-083820","8194","8"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\app\resultsClearUntilAction.ts","archive",".ts","8161","7.97"
"archive\_src_inline_backups\src\wingman2\components\compare\CompareSpecificationMatrix.tsx.backup-20260611-112414","archive",".backup-20260611-112414","8037","7.85"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\pages\GlossaryPage.tsx","archive",".tsx","7963","7.78"
".wingman-work\backups\20260811-125346\src\wingman2\components\visualDesign\WingmanGeneratedSchematicPanel.tsx",".wingman-work",".tsx","7878","7.69"
".wingman-work\backups\20260811-125821\src\wingman2\components\visualDesign\WingmanGeneratedSchematicPanel.tsx",".wingman-work",".tsx","7878","7.69"
".wingman-work\backups\20260811-125215\src\wingman2\components\visualDesign\WingmanGeneratedSchematicPanel.tsx",".wingman-work",".tsx","7878","7.69"
"archive\_src_inline_backups\src\wingman2\pages\productCallCards\ProductCallCardsSelectPage.tsx.backup-direct-visible-layout-20260610-093028","archive",".backup-direct-visible-layout-20260610-093028","7864","7.68"
"archive\_src_inline_backups\src\wingman2\lib\compareManufacturerAssist.ts.bak-fix-stale-compare-manufacturer-20260627-111058","archive",".bak-fix-stale-compare-manufacturer-20260627-111058","7852","7.67"
".wingman-work\backups\20260811-125215\src\wingman2\data\wingmanLanguage.ts",".wingman-work",".ts","7847","7.66"
".wingman-work\backups\20260811-125821\src\wingman2\data\wingmanLanguage.ts",".wingman-work",".ts","7847","7.66"
".wingman-work\backups\20260811-125346\src\wingman2\data\wingmanLanguage.ts",".wingman-work",".ts","7847","7.66"
"archive\_src_inline_backups\src\wingman2\pages\productCallCards\ProductCallCardsSelectPage.tsx.backup-spacing-direct-20260610-092318","archive",".backup-spacing-direct-20260610-092318","7809","7.63"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\pages\NavigationHubPages.tsx","archive",".tsx","7746","7.56"
".wingman-work\backups\20260811-125346\src\wingman2\lib\compareRuntimePipeline.ts",".wingman-work",".ts","7724","7.54"
".wingman-work\backups\20260811-125215\src\wingman2\lib\compareRuntimePipeline.ts",".wingman-work",".ts","7724","7.54"
".wingman-work\backups\20260811-125821\src\wingman2\lib\compareRuntimePipeline.ts",".wingman-work",".ts","7724","7.54"
"archive\_src_inline_backups\src\wingman2\components\compare\CompareSpecificationMatrix.tsx.backup-20260611-104315","archive",".backup-20260611-104315","7711","7.53"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\pages\productCallCards\ProductCallCardsProductPage.tsx","archive",".tsx","7704","7.52"
"archive\_wingman_backup_fix_compare_reset_suppression_20260613-213320\src\wingman2\components\compare\CompareWirelessPresentationOverride.tsx","archive",".tsx","7697","7.52"
"archive\backups\presales-priority-1-5-2026-06-08_10-20-58\src\wingman2\pages\NavigationHubPages.tsx","archive",".tsx","7679","7.5"
"archive\repo-cleanup-20260709-050830\root-artifacts\.vite-dev.log","archive",".log","7649","7.47"
".wingman-work\backups\20260811-125215\src\__tests__\singleGuruEntryPoint.test.ts",".wingman-work",".ts","7631","7.45"
".wingman-work\backups\20260811-125346\src\__tests__\singleGuruEntryPoint.test.ts",".wingman-work",".ts","7631","7.45"
".wingman-work\backups\20260811-125821\src\__tests__\singleGuruEntryPoint.test.ts",".wingman-work",".ts","7631","7.45"
".wingman-work\backups\20260811-125346\src\wingman2\lib\visualStudioProductConnection.test.ts",".wingman-work",".ts","7630","7.45"
".wingman-work\backups\20260811-125821\src\wingman2\lib\visualStudioProductConnection.test.ts",".wingman-work",".ts","7630","7.45"
".wingman-work\backups\20260811-125215\src\wingman2\lib\visualStudioProductConnection.test.ts",".wingman-work",".ts","7630","7.45"
"archive\_src_inline_backups\src\wingman2\pages\NavigationHubPages.tsx.bak-repair-callcoach-page-20260627-175237","archive",".bak-repair-callcoach-page-20260627-175237","7624","7.45"
"archive\_wingman_backup_clean_wireless_compare_result_20260613-211951\src\wingman2\components\compare\CompareWirelessPresentationOverride.tsx","archive",".tsx","7554","7.38"
"backups\templates-library-toolbar-20260713-175719\TemplatesPage.tsx.bak","backups",".bak","7490","7.31"
".wingman-work\backups\20260811-125821\src\wingman2\lib\rigorousCompare.ts",".wingman-work",".ts","7434","7.26"
".wingman-work\backups\20260811-125215\src\wingman2\lib\rigorousCompare.ts",".wingman-work",".ts","7434","7.26"
".wingman-work\backups\20260811-125346\src\wingman2\lib\rigorousCompare.ts",".wingman-work",".ts","7434","7.26"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_visual_utility_migration_20260630-082229\src\wingman2\pages\ProjectsPage.tsx","archive",".tsx","7425","7.25"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\layout\AppShell.tsx","archive",".tsx","7398","7.22"
"archive\backups\wingman-single-screen-fit-2026-06-08_12-29-10\src\wingman2\layout\AppShell.tsx","archive",".tsx","7398","7.22"
"archive\backups\wingman-single-screen-fit-2026-06-08_12-28-23\src\wingman2\layout\AppShell.tsx","archive",".tsx","7398","7.22"
"archive\_src_inline_backups\src\wingman2\components\compare\CompareSpecificationMatrix.tsx.backup-20260611-101650","archive",".backup-20260611-101650","7394","7.22"
"archive\_wingman_backup_pre_compare_cleanup_20260614-083913\src\wingman2\lib\knownAVDomainProfiles.ts","archive",".ts","7388","7.21"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\pages\IntelligencePage.tsx","archive",".tsx","7385","7.21"
"archive\backups\wingman-single-screen-fit-2026-06-08_12-12-34\src\wingman2\layout\AppShell.tsx","archive",".tsx","7282","7.11"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\pages\ProjectsPage.tsx","archive",".tsx","7255","7.08"
"archive\_src_inline_backups\src\wingman2\lib\visualStudioDiagramFactory.ts.backup-20260710-065535","archive",".backup-20260710-065535","7241","7.07"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\data\wingmanLanguage.ts","archive",".ts","7213","7.04"
".wingman-work\backups\20260811-125821\src\wingman2\lib\productCallCardClassification.ts",".wingman-work",".ts","7208","7.04"
".wingman-work\backups\20260811-125346\src\wingman2\lib\productCallCardClassification.ts",".wingman-work",".ts","7208","7.04"
".wingman-work\backups\20260811-125215\src\wingman2\lib\productCallCardClassification.ts",".wingman-work",".ts","7208","7.04"
"archive\repo-cleanup-20260709-050830\root-artifacts\_review\repair-remaining-text-hygiene.mjs","archive",".mjs","7197","7.03"
"archive\_src_inline_backups\src\wingman2\lib\visualStudioDiagramFactory.ts.backup-20260710-062527","archive",".backup-20260710-062527","7161","6.99"
"archive\_src_inline_backups\src\wingman2\lib\visualStudioDiagramFactory.ts.backup-20260710-062749","archive",".backup-20260710-062749","7161","6.99"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\utils\installWingmanSalesMode.ts","archive",".ts","7135","6.97"
".wingman-work\backups\20260811-125346\src\__tests__\wingmanEndToEndAvDesignScenarios.test.ts",".wingman-work",".ts","7130","6.96"
".wingman-work\backups\20260811-125821\src\__tests__\wingmanEndToEndAvDesignScenarios.test.ts",".wingman-work",".ts","7130","6.96"
".wingman-work\backups\20260811-125215\src\__tests__\wingmanEndToEndAvDesignScenarios.test.ts",".wingman-work",".ts","7130","6.96"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_page_markup_migration_20260630-074900\src\wingman2\pages\ProjectsPage.tsx","archive",".tsx","7122","6.96"
".wingman-work\backups\20260811-125821\src\__tests__\discoveryWorkflowRendered.test.tsx",".wingman-work",".tsx","7086","6.92"
".wingman-work\backups\20260811-125215\src\__tests__\discoveryWorkflowRendered.test.tsx",".wingman-work",".tsx","7086","6.92"
".wingman-work\backups\20260811-125346\src\__tests__\discoveryWorkflowRendered.test.tsx",".wingman-work",".tsx","7086","6.92"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_apo_dg2_dependency_rule_20260706-112917\src\wingman2\components\visualDesign\WingmanGeneratedSchematicPanel.tsx","archive",".tsx","7074","6.91"
".wingman-work\backups\20260811-125346\src\wingman2\components\AdminProductRecordEditor.tsx",".wingman-work",".tsx","7069","6.9"
".wingman-work\backups\20260811-125215\src\wingman2\components\AdminProductRecordEditor.tsx",".wingman-work",".tsx","7069","6.9"
".wingman-work\backups\20260811-125821\src\wingman2\components\AdminProductRecordEditor.tsx",".wingman-work",".tsx","7069","6.9"
".wingman-work\backups\20260811-125215\src\wingman2\lib\compareEquivalenceGuard.ts",".wingman-work",".ts","7050","6.88"
".wingman-work\backups\20260811-125346\src\wingman2\lib\compareEquivalenceGuard.ts",".wingman-work",".ts","7050","6.88"
".wingman-work\backups\20260811-125821\src\wingman2\lib\compareEquivalenceGuard.ts",".wingman-work",".ts","7050","6.88"
"backups\visual-studio-viewport-fix-20260712-123926\src\wingman2\lib\visualStudioDiagramFactory.ts","backups",".ts","7046","6.88"
"backups\visual-studio-viewport-fix-20260712-124259\src\wingman2\lib\visualStudioDiagramFactory.ts","backups",".ts","7046","6.88"
"backups\visual-studio-viewport-fix-20260712-123722\src\wingman2\lib\visualStudioDiagramFactory.ts","backups",".ts","7046","6.88"
"backups\visual-studio-fit-header-fix-20260712-124959\src\wingman2\lib\visualStudioDiagramFactory.ts","backups",".ts","7046","6.88"
"backups\visual-studio-connectivity-layout-fix-20260712-130000\src\wingman2\lib\visualStudioDiagramFactory.ts","backups",".ts","7046","6.88"
".wingman-work\backups\20260811-125821\src\wingman2\components\AVSignalFlowDiagram.tsx",".wingman-work",".tsx","7045","6.88"
".wingman-work\backups\20260811-125346\src\wingman2\components\AVSignalFlowDiagram.tsx",".wingman-work",".tsx","7045","6.88"
".wingman-work\backups\20260811-125215\src\wingman2\components\AVSignalFlowDiagram.tsx",".wingman-work",".tsx","7045","6.88"
".wingman-work\backups\20260811-125215\src\wingman2\pages\IngestPage.multiSku.test.tsx",".wingman-work",".tsx","6986","6.82"
".wingman-work\backups\20260811-125821\src\wingman2\pages\IngestPage.multiSku.test.tsx",".wingman-work",".tsx","6986","6.82"
".wingman-work\backups\20260811-125346\src\wingman2\pages\IngestPage.multiSku.test.tsx",".wingman-work",".tsx","6986","6.82"
".wingman-work\backups\20260811-125215\src\wingman2\lib\productRoleResolution.test.ts",".wingman-work",".ts","6933","6.77"
".wingman-work\backups\20260811-125346\src\wingman2\lib\productRoleResolution.test.ts",".wingman-work",".ts","6933","6.77"
".wingman-work\backups\20260811-125821\src\wingman2\lib\productRoleResolution.test.ts",".wingman-work",".ts","6933","6.77"
".wingman-work\backups\20260811-125346\src\wingman2\app\route-manifest.json",".wingman-work",".json","6867","6.71"
".wingman-work\backups\20260811-125821\src\wingman2\app\route-manifest.json",".wingman-work",".json","6867","6.71"
".wingman-work\backups\20260811-125215\src\wingman2\app\route-manifest.json",".wingman-work",".json","6867","6.71"
"archive\_src_inline_backups\src\wingman2\components\TemplateDiscoverySeedPanel.tsx.bak-template-seed-final-repair-20260627-080035","archive",".bak-template-seed-final-repair-20260627-080035","6787","6.63"
"archive\_src_inline_backups\src\wingman2\components\TemplateDiscoverySeedPanel.tsx.bak-template-solution-builder-20260627-085516","archive",".bak-template-solution-builder-20260627-085516","6787","6.63"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\lib\rigorousCompare.ts","archive",".ts","6749","6.59"
"archive\_wingman_backup_mic_typing_fix_20260616-064835\microphoneSafety.ts.bak","archive",".bak","6738","6.58"
"archive\_src_inline_backups\src\wingman2\pages\VisualStudioPage.tsx.backup-20260710-063723","archive",".backup-20260710-063723","6733","6.58"
".wingman-work\backups\20260811-125821\src\wingman2\lib\microphoneSafety.ts",".wingman-work",".ts","6715","6.56"
".wingman-work\backups\20260811-125215\src\wingman2\lib\microphoneSafety.ts",".wingman-work",".ts","6715","6.56"
".wingman-work\backups\20260811-125346\src\wingman2\lib\microphoneSafety.ts",".wingman-work",".ts","6715","6.56"
"archive\_wingman_backup_compare_result_layout_20260615-190524\compareSkuAutoAdvanceBridge.ts","archive",".ts","6703","6.55"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\app\pageHeroDensity.ts","archive",".ts","6700","6.54"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_ingest_arbitrary_tailwind_20260706-104203\IngestPage.multiSku.test.tsx","archive",".tsx","6651","6.5"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_ingest_arbitrary_tailwind_20260706-104535\IngestPage.multiSku.test.tsx","archive",".tsx","6651","6.5"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_fixture_import_fix_20260706-120006\IngestPage.multiSku.test.tsx","archive",".tsx","6647","6.49"
".wingman-work\backups\20260811-125346\src\wingman2\lib\productSelectorEngine.test.ts",".wingman-work",".ts","6642","6.49"
".wingman-work\backups\20260811-125821\src\wingman2\lib\productSelectorEngine.test.ts",".wingman-work",".ts","6642","6.49"
".wingman-work\backups\20260811-125215\src\wingman2\lib\productSelectorEngine.test.ts",".wingman-work",".ts","6642","6.49"
".wingman-work\backups\20260811-125346\vite.config.ts",".wingman-work",".ts","6631","6.48"
".wingman-work\backups\20260811-125821\vite.config.ts",".wingman-work",".ts","6631","6.48"
".wingman-work\backups\20260811-125215\vite.config.ts",".wingman-work",".ts","6631","6.48"
